name,pop,lat,lon
Bettendorf ,0,41.5255466,-90.5081478
Cottonwood Heights ,0,40.6196702,-111.8102104
Butte-Silver Bow ,0,45.9838436,-112.5007277
Schertz ,0,29.5521737,-98.2697341
Woodridge village,0,29.548018,-98.60536836
Oregon City ,0,45.3573429,-122.6067583
Copperas Cove ,0,31.124062,-97.9030785
Wildomar ,0,33.5939372,-117.2414989
Fair Lawn borough,0,40.9403762,-74.1318096
Franklin Town ,0,42.3406373,-75.1651689
Massillon ,0,40.7967244,-81.5215093
El Mirage ,0,34.6022132,-117.6311675
Tooele ,0,40.5307776,-112.29828
Spring Valley village,0,29.7896722,-95.5035529
Naugatuck borough,0,41.4860186,-73.0509432
Parkersburg ,0,39.2667418,-81.5615135
Oswego village,0,43.3739582,-76.1524252
James ,0,39.6532183,-121.5496929
Brooklyn Center ,0,45.0748543,-93.3296296
Waxahachie ,0,32.3884555,-96.92882371
North Royalton ,0,41.3136644,-81.7245739
El Paso de Robles (Paso Robles) ,0,35.63448665,-120.6702823
North Ridgeville ,0,41.3894905,-82.0190321
Niles village,0,42.8375683,-76.413546
Santa Paula ,0,34.3541659,-119.0592705
Cleburne ,0,32.3574105,-97.40846276
Ray ,0,39.3661726,-93.9888262
Schererville ,0,41.4789246,-87.4547605
Lake in the Hills village,0,42.1817047,-88.3318349
Lake Stevens ,0,48.0197794,-122.0660914
Agawam Town ,0,42.700963,-74.0404119
West Springfield Town ,0,42.1070383,-72.6203675
Lansing village,0,43.7452402,-92.9701918
Suisun City ,0,38.245232,-121.9717533
Post Falls ,0,47.715147,-116.9480651
Kaysville ,0,41.0349847,-111.9383931
Oak Forest ,0,41.6028116,-87.7439384
Leander ,0,30.5781315,-97.84259075
Round Lake Beach village,0,42.3850853,-88.06549032
Little Elm ,0,33.1626194,-96.9375051
Maryville ,0,40.3461017,-94.8724707
Glen Ellyn village,0,41.8507997,-88.07807394
Kirkwood ,0,38.5776995,-90.41865474
SeaTac ,0,47.44259955,-122.2930652
Plum borough,0,40.5003457,-79.7494911
Big Spring ,0,32.250398,-101.4787356
Harker Heights ,0,31.0835102,-97.6597377
Norco ,0,33.9323307,-117.5508901
Queen Creek ,0,33.222657,-111.6206973
Bergenfield borough,0,40.9275987,-73.9973608
East St. Louis ,0,38.6244952,-90.1509429
Paragould ,0,36.0584021,-90.4973286
Imperial Beach ,0,32.5839444,-117.1130849
Paramus borough,0,40.9445428,-74.0754189
Fountain ,0,38.725168,-104.645359
Horn Lake ,0,34.9480415,-90.05203772
Paradise ,0,39.7596061,-121.6219177
West Memphis ,0,35.1464797,-90.1845388
Pearl ,0,32.311161,-90.0589319
Lemon Grove ,0,32.7425516,-117.0314172
Cornelius ,0,35.4868032,-80.8600736
Melrose Park village,0,45.4542879,-98.5121572
West Linn ,0,45.3656761,-122.6123141
Inkster ,0,42.2942045,-83.3099303
Ridgewood village,0,32.586246,-85.5235613
Elmwood Park village,0,42.2628864,-71.0350094
Caledonia village,0,33.6828918,-88.3244812
New Lenox village,0,41.4834231,-87.9570705
Balch Springs ,0,32.7287413,-96.6227714
Trotwood ,0,39.7972788,-84.3113334
Homer Glen village,0,41.6292066,-87.9243315
Cabot ,0,34.979881,-92.01919814
Muskego ,0,42.905848,-88.1389779
Galt ,0,38.3012325,-121.3310371
Corcoran ,0,36.1126365,-119.5464404
Norton Shores ,0,43.1689044,-86.2639461
Cliffside Park borough,0,40.8214894,-73.9876388
Walker ,0,34.7418605,-85.3209686
Zionsville ,0,39.9508733,-86.261937
Vicksburg ,0,32.3528418,-90.8777342
Tarpon Springs ,0,28.1477885,-82.77740857
South Plainfield borough,0,40.5792701,-74.4115401
Champlin ,0,45.1888539,-93.3974538
Faribault ,0,44.2949637,-93.268827
Machesney Park village,0,42.3477961,-89.0570515
Prior Lake ,0,44.7133271,-93.4226873
Kernersville ,0,36.1198589,-80.0736533
Elk River ,0,45.3038538,-93.5671825
Riverbank ,0,37.7360396,-120.9354895
Maple Heights ,0,41.4153313,-81.565956
Van Buren ,0,35.6793776,-85.4450289
Fountain Hills ,0,33.6117105,-111.7173613
New Smyrna Beach ,0,29.0258191,-80.9269984
Dinuba ,0,36.5432837,-119.3870656
Denison ,0,33.8062305,-96.62387757
Prichard ,0,30.7387998,-88.0788889
Hopewell ,0,37.287745,-77.29442569
Crystal ,0,45.0375868,-93.3593224
Pascagoula ,0,30.3622625,-88.54864836
Hamtramck ,0,42.3928151,-83.0496438
Bloomingdale village,0,43.5095128,-80.4624378
South Elgin village,0,41.985228,-88.3070479
North Plainfield borough,0,40.6301025,-74.4273743
Park Forest village,0,40.8043195,-77.911844
New Brighton ,0,45.0628999,-93.2060969
Benbrook ,0,32.673188,-97.4605759
Bixby ,0,35.9420431,-95.8833235
Cibolo ,0,29.561618,-98.2269553
Crestview ,0,30.7621326,-86.5705084
Ferguson ,0,38.7442175,-90.3053915
Sachse ,0,32.9762327,-96.5952703
Kenmore ,0,47.7573202,-122.2440148
Yucca Valley ,0,34.14154,-116.4136543
Havelock ,0,34.9018815,-76.92093747
Farragut ,0,35.8845238,-84.1535261
Johns ,0,33.361779,-87.1097179
Parma Heights ,0,41.3900518,-81.7595769
Lino Lakes ,0,45.1602442,-93.0888324
Kiryas Joel village,0,41.3157842,-74.1362891
Mountain Brook ,0,33.5009384,-86.7522107
Chambersburg borough,0,39.9405903,-77.6598624
Sapulpa ,0,36.0005035,-96.1049612
West Mifflin borough,0,40.3634026,-79.8664375
Easley ,0,34.8269276,-82.5817053
Evergreen Park village,0,45.9702308,-92.9499272
Palisades Park borough,0,40.8481556,-73.997639
Pleasant Prairie village,0,42.5383281,-87.8576253
Altus ,0,34.6381255,-99.3339754
Baldwin borough,0,33.0508354,-83.2398518
German village,0,39.9497281,-82.9953145
Fort Walton Beach ,0,30.4057552,-86.618842
Weirton ,0,40.4189566,-80.5895167
West St. Paul ,0,44.9160768,-93.1016074
Elmwood Park borough,0,41.9205931,-87.8160169
Columbia Heights ,0,45.0460458,-93.2517802
Central Falls ,0,41.8906553,-71.3922785
Homewood village,0,38.5147358,-95.3788661
Raymore ,0,38.801953,-94.4527294
Broadview Heights ,0,41.3139426,-81.6851271
DeBary ,0,28.878972,-81.32257382
Bethany ,0,38.0984033,-85.8721856
Ansonia ,0,41.3435185,-73.07101961
Fernley ,0,39.5483805,-119.2144685
Fuquay-Varina ,0,35.5843235,-78.8000128
Brownwood ,0,31.733789,-98.98583773
Bellwood village,0,36.134891,-79.8063459
Port Angeles ,0,48.118146,-123.4307413
Matteson village,0,41.9411599,-85.1905307
Converse ,0,43.0202459,-105.5046207
Brookfield village,0,40.00684365,-83.16311091
Sand Springs ,0,36.1398102,-96.1088911
Hawthorne borough,0,33.9113109,-118.3477942
Chowchilla ,0,37.0973625,-120.1561403
Mokena village,0,25.809964,-80.2741109
Universal City ,0,34.1412926,-118.3584364
Pinecrest village,0,35.8903758,-78.72545389
West Chester borough,0,39.9597213,-75.6059638
Montgomery village,0,39.1767734,-77.1952597
Payson ,0,34.2308684,-111.3251355
Glassboro borough,0,39.7027677,-75.1119434
Mandan ,0,46.8264369,-100.8896545
Lynn Haven ,0,30.2454776,-85.648261
Gautier ,0,30.385755,-88.6116855
Pickerington ,0,39.8842304,-82.7535049
Natchitoches ,0,31.6464192,-93.1427138
Eastlake ,0,47.6431448,-122.326172
Bensenville village,0,41.9605851,-87.9497884
Mill Creek ,0,47.8577455,-122.2210628
Point Pleasant borough,0,40.0831714,-74.0681931
Franklin Park village,0,39.0381648,-77.0930339
Hanahan ,0,32.9138914,-80.0088359
Round Lake village,0,43.0478485,-75.97503914
Deerfield village,0,39.3276157,-84.32848757
Horizon City ,0,31.6926121,-106.2074793
Rutherford borough,0,40.833989,-74.0970865
Bryant ,0,44.9307208,-93.2681007
Ozark ,0,36.6467816,-92.4575198
Lenoir ,0,35.9140196,-81.5389849
Lackawanna ,0,41.4406084,-75.6260271
Brigham City ,0,41.5103717,-112.0155619
Onalaska ,0,43.8830606,-91.2343539
Howard village,0,39.2065447,-76.9429182
Godfrey village,0,38.9422698,-90.1845541
Frankfort village,0,37.9000495,-88.9022902
Tiffin ,0,41.114485,-83.1779537
Tinton Falls borough,0,40.2890734,-74.0927967
Battle Ground ,0,45.7813532,-122.5337433
Winthrop Town ,0,42.6601608,-70.87207997
Belle Glade ,0,26.68837015,-80.67212577
Jenks ,0,36.0228734,-95.9683278
Greenfield Town ,0,43.1036852,-73.8640118
Lindenwold borough,0,39.81812,-74.97996212
Palos Hills ,0,41.6966992,-87.8169984
North Ogden ,0,41.3071354,-111.9601986
Maumelle ,0,34.8667565,-92.4043219
Sycamore ,0,41.9889173,-88.6867538
Scarsdale village,0,29.8663171,-89.9436791
Susanville ,0,40.4162842,-120.6530063
Central Point ,0,37.9890245,-77.1321968
New Philadelphia ,0,40.4897871,-81.4456706
Takoma Park ,0,38.9778882,-77.0074765
Eloy ,0,32.7557002,-111.5550419
Massapequa Park village,0,40.6786111,-73.4538889
Defiance ,0,41.3203058,-84.5084835
Fairview Heights ,0,38.5889386,-89.990382
Hinsdale village,0,42.1678436,-78.3872408
Center Point ,0,33.6456583,-86.6836001
Safety Harbor ,0,28.013675,-82.696543
Griffith ,0,41.534507,-87.4255305
Westchester village,0,25.74747875,-80.33572451
Southbridge Town ,0,33.4990438,-111.9283291
Canby ,0,45.2628986,-122.6925923
Marco Island ,0,25.9356875,-81.6948967
Punta Gorda ,0,26.9297836,-82.0453664
South Ogden ,0,41.1918934,-111.9713429
Country Club Hills ,0,41.5680898,-87.7203257
St. Michael ,0,45.2099564,-93.6650608
Phoenixville borough,0,40.1303822,-75.5149128
Red Wing ,0,44.5624676,-92.5338013
Hazel Park ,0,42.4620142,-83.1035688
New Milford borough,0,41.5867418,-73.41176528
White Settlement ,0,32.7595737,-97.4583538
Dyer ,0,41.4942021,-87.5217068
Lansdale borough,0,40.2414952,-75.2837862
Prospect Heights ,0,42.0953049,-87.9375694
Beaver Dam ,0,43.4577692,-88.837329
Fort Thomas ,0,39.0786242,-84.4483432
Laguna Woods ,0,33.6106076,-117.7249722
Cohoes ,0,42.7742446,-73.7001187
Talladega ,0,33.4359416,-86.1058048
South River borough,0,40.446495,-74.3859831
Overland ,0,38.7011626,-90.3623381
Shorewood village,0,41.4047742,-83.0882516
Grosse Pointe Woods ,0,42.4436478,-82.9068603
Asbury Park ,0,40.2203907,-74.0120817
Hope Mills ,0,34.9704419,-78.9453056
Fairhope ,0,30.5440335,-87.85821704
Bradley village,0,44.9209017,-68.6280864
Wilkinsburg borough,0,40.4417355,-79.8819942
Floral Park village,0,43.007434,-83.6713209
Albemarle ,0,38.0085107,-78.6086754
Laurinburg ,0,34.7740495,-79.4628248
Oroville ,0,39.5137752,-121.556359
Anacortes ,0,48.5020123,-122.6237356
Kuna ,0,43.4918307,-116.4201223
Roanoke Rapids ,0,36.4615395,-77.6541464
Opa-locka ,0,25.89673385,-80.25949631
Bay Village ,0,41.492235,-81.93012118
Kaukauna ,0,44.2780432,-88.2720503
Sulphur Springs ,0,33.138448,-95.6010668
North Arlington borough,0,40.788434,-74.1331988
Highland Village ,0,38.7065695,-121.0718889
Ham Lake ,0,45.2502429,-93.2499508
Shively ,0,38.2000701,-85.8227413
Forney ,0,32.747893,-96.4719289
Hanover borough,0,34.4298897,-78.1061057
Seagoville ,0,32.6395776,-96.5383228
Forrest City ,0,35.0081474,-90.7898342
Sevierville ,0,35.8681455,-83.561835
Westbury village,0,42.6381283,-83.2234478
Fillmore ,0,42.3375719,-83.05217895
Avenal ,0,36.0041223,-120.1290272
Hopatcong borough,0,40.9332051,-74.6600975
West University Place ,0,29.7180075,-95.4338292
Boulder City ,0,35.9785912,-114.8324851
Republic ,0,39.8266503,-97.6580834
Pinehurst village,0,26.2439705,-80.094488
Dumas ,0,35.8655949,-101.9732353
Hammonton ,0,39.6365056,-74.8023853
Jennings ,0,38.9957749,-85.6359201
La Marque ,0,29.3685674,-94.9713134
Lake St. Louis ,0,38.797552,-90.7856848
Tenafly borough,0,40.9253766,-73.9629154
Ramsey borough,0,44.9888886,-93.2781256
Beacon ,0,41.504879,-73.9696822
Fraser ,0,42.539202,-82.9493652
Hernando ,0,28.5710156,-82.4605068
Hartselle ,0,34.4438373,-86.9359245
Elizabethton ,0,36.3487196,-82.2106876
Chicago Ridge village,0,41.702014,-87.7785509
Callaway ,0,38.8491265,-91.9257607
Reidsville ,0,36.3548586,-79.6644748
Hawaiian Gardens ,0,33.8284787,-118.0743137
Washougal ,0,45.5819594,-122.3479921
Tehachapi ,0,35.1321878,-118.4489739
Beech Grove ,0,39.7219884,-86.0899847
Pottsville ,0,40.6851324,-76.1953701
New Franklin ,0,40.9526931,-81.565937
Forest Park village,0,35.7867814,-78.77202517
Harper Woods ,0,42.4330924,-82.9240833
Washington Court House ,0,39.5364511,-83.4390843
North Myrtle Beach ,0,33.8160058,-78.680016
Willowick ,0,41.6331034,-81.4687274
Robbinsdale ,0,45.031696,-93.3353198
Whitefish Bay village,0,44.9058305,-87.2173228
Dunmore borough,0,41.4198027,-75.6324112
Chubbuck ,0,42.9207477,-112.4660912
Stallings ,0,35.0907026,-80.6861799
Highland Park borough,0,42.1816919,-87.8003438
Red Bluff ,0,40.1784886,-122.2358302
Villa Rica ,0,33.732052,-84.9191081
Hurricane ,0,37.1758892,-113.29296
Indiana borough,0,40.3270127,-86.1746933
Allouez village,0,47.2871455,-88.4095579
Otsego ,0,42.5984272,-75.0142701
Collingswood borough,0,39.9181686,-75.071284
Baker ,0,31.3439196,-84.4555346
Gardendale ,0,31.9957235,-102.3501315
Hewitt ,0,44.6411412,-90.1041409
Chippewa Falls ,0,44.9369054,-91.3929348
Moss Point ,0,30.4301,-88.5191497
Live Oak ,0,30.2949457,-82.98402
Wauconda village,0,42.2125241,-88.1525798
Richton Park village,0,41.513368,-87.6742119
Middlesex borough,0,42.485452,-71.3968261
Metuchen borough,0,40.5431598,-74.3632049
Franklin Park borough,0,40.5834009,-80.0878352
Saraland ,0,30.820742,-88.0705556
Riverdale village,0,36.4311225,-119.859619
Levelland ,0,33.587018,-102.3275106
Palos Verdes Estates ,0,33.7872386,-118.401813
Sharonville ,0,39.2681145,-84.4132779
Ephrata borough,0,40.1799111,-76.1789242
Roselle Park borough,0,40.6645469,-74.2643133
South Sioux City ,0,42.4738831,-96.4136407
Endicott village,0,33.7050756,-117.7347093
Muscle Shoals ,0,34.7451786,-87.6686733
East Wenatchee ,0,47.4156824,-120.2931263
Havre de Grace ,0,39.5489964,-76.0914718
Grover Beach ,0,35.1209452,-120.6218376
Coatesville ,0,39.9831616,-75.8238355
West Carrollton ,0,39.6722812,-84.2521632
Soddy-Daisy ,0,35.2359025,-85.1907904
New Kensington ,0,40.5697893,-79.7647705
Niceville ,0,30.522651,-86.49145292
Paradise Valley ,0,33.5888838,-112.0990443
St. Ann ,0,38.7272735,-90.3831719
Port Neches ,0,29.9913244,-93.9585067
Rantoul village,0,38.5433469,-95.0544126
Sauk Rapids ,0,45.5919097,-94.1661011
Grain Valley ,0,39.0150069,-94.198558
Pell City ,0,33.5862149,-86.2860888
Oakland borough,0,37.8044557,-122.2713563
California City ,0,35.125801,-117.9859038
Kewanee ,0,41.2455927,-89.9248303
Lockhart ,0,29.8849441,-97.6699996
Conneaut ,0,41.9475551,-80.5542409
McFarland ,0,35.6780104,-119.2292748
Atlantic Beach ,0,40.5889936,-73.7290207
Key Biscayne village,0,25.6968351,-80.1635261
Shiloh village,0,40.5902257,-111.9243803
Fruita ,0,39.1588697,-108.7289883
Lindsay ,0,44.3550657,-78.7404252
Channahon village,0,41.4464197,-88.2053395
Escanaba ,0,45.7455707,-87.0647434
Gaffney ,0,35.0717945,-81.6498195
Southern Pines ,0,35.1740471,-79.3922539
Vadnais Heights ,0,45.0574659,-93.0738306
Port Orchard ,0,47.5315625,-122.6384056
Okmulgee ,0,35.6677078,-95.9690122
Lake Station ,0,41.5750369,-87.2389246
West Richland ,0,46.3043015,-119.3614092
Fort Atkinson ,0,42.9288944,-88.8370509
Arkansas City ,0,37.0620507,-97.038575
Eaton borough,0,42.5935964,-84.8443666
Irondale ,0,33.5381601,-86.7072102
Mounds View ,0,45.1068949,-93.2075931
New Carrollton ,0,38.9698329,-76.8799727
Morgan City ,0,29.6993748,-91.20677
Lynden ,0,48.9466041,-122.4569315
Beatrice ,0,40.2660291,-96.7469117
Red Bank borough,0,40.3470543,-74.0643065
New Providence borough,0,25.1943588,-77.29532957
Bogalusa ,0,30.7910204,-89.8486858
Somerville borough,0,42.3875968,-71.0994968
Palmer Town ,0,43.2453502,-73.8173442
Calera ,0,33.1035045,-86.7505733
Cloquet ,0,46.7216102,-92.4593566
Helena-West Helena ,0,34.534447,-90.63843013
Blue Ash ,0,39.2320073,-84.3782817
Poquoson ,0,37.1223664,-76.3457773
Knightdale ,0,35.7878975,-78.4822938
Freehold borough,0,40.260151,-74.27566219
Neosho ,0,37.5566345,-95.33166
Woodward ,0,36.374499,-99.2455382
Woodland Park borough,0,42.8709195,-71.5120121
Hasbrouck Heights borough,0,40.8581553,-74.0806971
Moody ,0,43.998215,-96.6671385
Fortuna ,0,40.5974067,-124.1560341
Kelso ,0,46.1420334,-122.9060318
Speedway ,0,39.8022653,-86.2672127
Patchogue village,0,40.7715052,-72.98911072
Mount Washington ,0,38.0500627,-85.5457877
Schiller Park village,0,41.9941334,-87.8756737
Elk City ,0,35.4119944,-99.4042592
Chatham village,0,44.160623,-70.9850708
Somersworth ,0,43.2617862,-70.8650029
Florham Park borough,0,40.787878,-74.3882072
Heber ,0,32.729956,-115.5257262
Fernandina Beach ,0,30.6696818,-81.4625919
Lower Burrell ,0,40.5882821,-79.7298187
Glen Rock borough,0,40.9628758,-74.1329208
Edgewater borough,0,40.8270448,-73.975694
Byram ,0,41.0042642,-73.6537385
Cedar Lake ,0,41.3647578,-87.4411473
Federal Heights ,0,39.8513749,-104.9985924
Two Rivers ,0,44.1538845,-87.5692479
North St. Paul ,0,45.0124657,-92.9918828
East Bethel ,0,45.3194095,-93.2024487
Andrews ,0,32.3187158,-102.5457155
Bellmawr borough,0,39.8676134,-75.0946183
Haddonfield borough,0,39.8915022,-75.0376707
El Campo ,0,37.8974258,-122.4652507
Glenn Heights ,0,32.5487479,-96.8566667
Grafton village,0,38.3234608,-77.4419283
Kingsburg ,0,36.5138398,-119.5538929
Suamico village,0,44.7180495,-88.1567699
Yeadon borough,0,39.9397568,-75.2511685
Grosse Pointe Park ,0,42.3758708,-82.9374159
Shepherdsville ,0,37.9883991,-85.7157924
Wallington borough,0,40.8531553,-74.1137537
River Edge borough,0,40.9287098,-74.0398622
St. Peter ,0,44.3238384,-93.9585295
Summit village,0,38.7271245,-121.0960563
South Lyon ,0,42.451377,-83.659179
Munhall borough,0,40.3922914,-79.9000499
Choctaw ,0,34.0246234,-95.52055
James Island ,0,48.5125637,-122.775166
Mendota ,0,36.7535486,-120.3815579
Guttenberg ,0,40.7920454,-74.0037505
Oneida ,0,44.4809974,-88.24989352
Waupun ,0,43.6333219,-88.7295519
Tarboro ,0,35.8968236,-77.5358049
Richfield village,0,39.8153246,-91.1165276
Irmo ,0,34.085736,-81.18249
Emmaus borough,0,40.5395421,-75.4968502
Raymondville ,0,26.4814565,-97.783051
Lake Grove village,0,41.83054965,-87.60908357
Taylorville ,0,39.548935,-89.294533
Clute ,0,29.0246906,-95.3988291
Excelsior Springs ,0,39.339175,-94.2260591
Wanaque borough,0,41.0183782,-74.2892067
Bastrop ,0,30.1104947,-97.3152701
Ridgefield borough,0,41.2814842,-73.4981792
Glenpool ,0,35.9553737,-96.0088843
Fredonia village,0,36.945542,-112.5265889
Lyndon ,0,38.2567376,-85.6016275
Webb City ,0,37.1464475,-94.4630036
Beachwood borough,0,41.4644979,-81.5087322
Jerome ,0,42.702266,-114.2867043
Crestwood village,0,39.9481727,-74.360703
Lawrenceburg ,0,38.0372967,-84.8966171
Kennett ,0,36.2361763,-90.0556494
Waconia ,0,44.8507957,-93.7869088
Coldwater ,0,41.9403263,-85.0005215
Camp Verde ,0,34.5636358,-111.8543178
Totowa borough,0,40.9050988,-74.2098679
Haysville ,0,40.5264568,-80.1589469
Jefferson Hills borough,0,40.2915175,-79.93547146
Robinson ,0,47.859356,-92.0418175
East Grand Rapids ,0,42.9412024,-85.6097309
Bellefontaine Neighbors ,0,38.7403281,-90.2265001
Muskegon Heights ,0,43.2011264,-86.2389464
Chino Valley ,0,34.7575227,-112.4537809
Branson ,0,36.6440399,-93.217133
Roscoe village,0,44.2252419,-92.7715835
Lyons village,0,42.6511277,-88.3584276
Burkburnett ,0,34.0978711,-98.5706134
Little Ferry borough,0,40.8502575,-74.0439861
Canyon Lake ,0,33.6836539,-117.2626151
DeRidder ,0,30.8463055,-93.2890528
Franklin Lakes borough,0,41.0167639,-74.2057012
Woodbury village,0,41.5445404,-73.2090025
Darby borough,0,39.9184461,-75.2590721
Jacinto City ,0,29.7673433,-95.2336723
Struthers ,0,41.0525588,-80.6078509
Petal ,0,31.3465627,-89.2600605
Sedro-Woolley ,0,48.5049158,-122.2349409
Ventnor City ,0,39.3405045,-74.4773916
Melvindale ,0,42.2825383,-83.175203
Kings Mountain ,0,35.2451343,-81.3411942
Waynesboro borough,0,38.0709693,-78.8740901
Farmersville ,0,36.2977283,-119.2067767
Lansdowne borough,0,39.9381682,-75.2718507
Fox Lake village,0,43.6766221,-94.6588666
Lighthouse Point ,0,26.27886235,-80.08882145
Sussex village,0,41.0984301,-74.6884965
Wood River ,0,38.861159,-90.0976069
Wabash ,0,38.4615994,-87.8460903
Lincoln Park borough,0,42.2505943,-83.1785361
Vermilion ,0,40.1749809,-87.7323857
Castle Pines ,0,39.460096,-104.894195
Leon Valley ,0,29.4952307,-98.6186317
Vidalia ,0,32.2176855,-82.4134614
Bound Brook borough,0,40.5684363,-74.5384889
Forest Acres ,0,34.0193221,-80.9898128
Grand Haven ,0,43.0630734,-86.2283864
Manville borough,0,40.5409367,-74.587657
Parsons ,0,37.3407838,-95.2596295
Burley ,0,42.5357428,-113.7927948
Alpena ,0,45.0616794,-83.4327528
Galion ,0,40.7336688,-82.7899026
Eunice ,0,30.4943669,-92.4176324
Hillsdale borough,0,41.9326027,-84.6336822
Placerville ,0,38.7296252,-120.798546
Barrington village,0,35.7401209,-78.53451092
Lancaster village,0,39.7445574,-75.5890917
Kinnelon borough,0,41.0017644,-74.367096
Jesup ,0,31.6074365,-81.8853924
Morro Bay ,0,35.3658075,-120.8499013
Newberry ,0,34.2753247,-81.6188633
Pine Hill borough,0,43.7359071,-71.4800741
Middlesborough ,0,36.6180555,-83.71392552
Warr Acres ,0,35.5225569,-97.6189353
Carroll ,0,42.0647352,-89.9556785
Bonham ,0,33.5773276,-96.1783111
Woods Cross ,0,40.8716964,-111.8925775
Keansburg borough,0,40.4417743,-74.1298643
Great Neck village,0,41.4470451,-71.6256185
Harrisonville ,0,38.6533446,-94.3484529
Sedona ,0,34.8657757,-111.7929891
Bellmead ,0,31.5940545,-97.1088903
Sleepy Hollow village,0,33.08527,-97.0399899
East Stroudsburg borough,0,40.9995386,-75.1812913
Cape Canaveral ,0,28.388172,-80.60326552
D'Iberville ,0,30.4263092,-88.8908638
Centerton ,0,36.346325,-94.33285765
Kendallville ,0,41.4414385,-85.2649754
Wapakoneta ,0,40.5678265,-84.1935594
Cedar ,0,37.7084225,-93.861222
Waynesville ,0,35.4887476,-82.9888725
Bay St. Louis ,0,30.3028195,-89.33755482
Baker City ,0,44.7748748,-117.8343848
Waldwick borough,0,41.0106529,-74.1179203
Tipp City ,0,39.9583892,-84.1721638
Weddington ,0,35.0223708,-80.7609035
Clay ,0,38.7340694,-88.4910693
Royse City ,0,32.9750924,-96.3325215
Brentwood borough,0,37.9317766,-121.6960266
Rainbow City ,0,33.928922,-86.13996432
North Bend ,0,43.4065046,-124.2242725
Maywood borough,0,33.9866807,-118.185349
LaSalle ,0,41.355631,-89.04010647
Amityville village,0,40.67777065,-73.41867325
Herman ,0,44.80376595,-88.79733083
Boaz ,0,34.1663695,-86.17084113
Pryor Creek ,0,38.2977624,-108.0883326
Orange Cove ,0,36.624394,-119.3137301
Rockingham ,0,38.5080288,-78.8949442
Santaquin ,0,39.9755101,-111.7852106
Oregon village,0,45.4082156,-122.922469
Safford ,0,32.8339546,-109.70758
Bethalto village,0,38.924769,-90.0220491
Flossmoor village,0,41.513368,-87.6742119
Willoughby Hills ,0,41.5983823,-81.4184471
Coweta ,0,33.3500656,-84.7545734
Brewer ,0,44.7964921,-68.7600832
Ecorse ,0,42.2497445,-83.13851712
Fort Oglethorpe ,0,34.9489645,-85.2569
Brigantine ,0,39.4101171,-74.3645906
Waseca ,0,44.0172242,-93.5885717
Aliquippa ,0,40.6102386,-80.267726
Lititz borough,0,40.1571272,-76.3071674
Harvard ,0,42.36782045,-71.12666173
North College Hill ,0,39.2183911,-84.5507778
St. Pete Beach ,0,27.7253065,-82.741212
Essex Junction village,0,44.493041,-73.1009859
Poulsbo ,0,47.7391366,-122.63928
Rock Falls ,0,41.7797533,-89.6889967
Rifle ,0,39.5347023,-107.7831199
Taft ,0,35.1424671,-119.4565078
Silverton ,0,34.4742306,-101.3046051
Tomah ,0,43.978576,-90.5040214
Lynwood village,0,39.1020544,-76.4732942
Anaconda-Deer Lodge County,0,46.0124655,-113.0994171
Vernal ,0,40.4555157,-109.5287479
Snohomish ,0,48.0074736,-121.7304882
Shawano ,0,44.7817214,-88.7118868
Craig ,0,37.4760225,-80.1990826
Thomaston ,0,41.6739862,-73.073164
Prineville ,0,44.2998229,-120.834884
Hartland village,0,39.3031634,-76.4477389
Laurens ,0,32.4239975,-82.9388938
Grantsville ,0,38.9234195,-81.0959456
Sheffield Lake ,0,41.48754,-82.101537
Washington Terrace ,0,34.2901539,-79.8570071
Sugar Grove village,0,40.5158984,-80.7059104
Sweet Home ,0,44.3976247,-122.7361959
Newark village,0,39.9678159,-86.1233213
Leonia borough,0,40.8614887,-73.9881942
Glenwood village,0,35.5120966,-79.217799
Barre ,0,42.4228679,-72.1050787
The Village ,0,35.5658553,-97.5494185
Perryton ,0,36.4000313,-100.8026505
East Rutherford borough,0,40.833989,-74.0970865
Pitman borough,0,39.732892,-75.1315651
Moundsville ,0,39.9203526,-80.7431407
Swissvale borough,0,40.4204647,-79.88423111
Canonsburg borough,0,40.2647458,-80.193626
Olmsted Falls ,0,41.375049,-81.9081937
Mechanicsburg borough,0,40.2101972,-77.0047276
Monett ,0,36.9289518,-93.9277149
Hondo ,0,29.3474121,-99.1412026
Avon Park ,0,27.5960827,-81.5060858
College Place ,0,46.0491763,-118.3880417
Morehead City ,0,34.7229391,-76.7260436
Trophy Club ,0,32.9979014,-97.1836246
Beaver Falls ,0,40.7520097,-80.3192295
Columbia City ,0,41.1572639,-85.4883072
Audubon borough,0,29.93040405,-90.12635909
Port Jervis ,0,41.3750937,-74.692663
Matawan borough,0,40.41483,-74.2295891
Booneville ,0,37.4761991,-83.6749145
Collingdale borough,0,39.9117794,-75.2771292
Napoleon ,0,41.3922726,-84.1252243
Grimes ,0,41.6883214,-93.7910575
Delta ,0,38.7422063,-108.0689583
Park Hills ,0,37.854218,-90.5181804
Lenoir City ,0,35.7972998,-84.2560299
Morrisville borough,0,35.823483,-78.8255621
Park Ridge borough,0,42.0111412,-87.8406192
Scott ,0,39.6333408,-90.4753685
Virginia ,0,37.1232245,-78.4927721
Price ,0,45.249331,-88.98873339
Thief River Falls ,0,48.1172301,-96.1770667
Clanton ,0,32.8387371,-86.6294262
Hoquiam ,0,46.9809291,-123.8893352
Cresskill borough,0,40.9414874,-73.9593041
Smithville ,0,30.0085542,-97.1594321
East Grand Forks ,0,47.9317394,-97.0173554
